DateTime (UTC),Wallets,Bad Value,,,,,
2023-12-06 11:51,0x9dcb2d724a3f92546db2889a67f0c29f4e2d0ce6,"779,352,155",,,,,
2023-12-06 11:51,0xb9bced5f4a05d1a296db34a567018b5ea7a08ab7,"779,352,155",,,,,
2023-12-06 11:51,0x631330b537b22d8b64db7a9c353d417ab7b11158,"779,352,155",,,,,
2023-12-06 11:51,0x3be690f17a6bbc73077334173b510e9ae6af5a14,"779,352,155",,,,,
2023-12-06 11:51,0xe97d2a43bcc8034a84813421233294deb5ac7ea6,"779,352,155",,,,,
2023-12-06 11:51,0x90c60515d0901f2a464e2c0a0456ade433e347d0,"779,352,155",,,,,
2023-12-06 11:51,0x82da9dc7cf9d7b4219ea9744a61eb38e777e0de2,"779,352,155",,,,,
2023-12-06 11:51,0x43af16e19a0c829ff4d530eca58788fde465afeb,"779,352,155",,,,,
2023-12-06 11:51,0x7764dfea4bab83ada1ed8f4e8eb27e0228c47ec3,"779,352,155",,,,,
2023-12-06 11:51,0x147752d543481781f855669c0bfaced59864a3b2,"779,352,155",,,,,
2023-12-06 11:51,0x735851247232476b691aec835e3f56df99d59501,"779,352,155",,,,,
2023-12-06 11:51,0x342540bd3ab603874c38f73a9ec69c93304406f1,"779,352,155",,,,,
2023-12-06 11:51,0x0fb5b8a5ef62ddd1d86c911de814a4ce8bdfdf18,"779,352,155",,,,,
2023-12-06 11:51,0xeb832d60153ca9e9ba9426e85e142120c2c74680,"779,352,155",,,,,
2023-12-06 11:51,0x32cd840df3c1dda915c72559662fbb189ff756ea,"779,352,155",,,,,
2023-12-06 11:51,0xd1a6d4444efdbc02d8f6f4e56737807a97d14162,"779,352,155",,,,,
2023-12-06 11:51,0x06839fc33b07c6ab8d40c83ddb561bf7d9dd4198,"779,352,155",,,,,
2023-12-06 11:51,0x20dc271b60f3d17cf4bcc1490ce62f84be8e1d6b,"779,352,155",,,,,
2023-12-06 11:51,0x3e9a14d611db7d3171f78f29da96f46c186a29e7,"779,352,155",,,,,
2023-12-06 11:51,0x88e86327a79d6fc85dbd8bfb7c8ccc9b17c6d004,"779,352,155",,,,,
2023-12-06 11:51,0xb5180b37c594f06cd8955df7554f89023d88e2c7,"779,352,155",,,,,
2023-12-06 11:51,0x708cd0724dd3ebd102c1815e2c8054d8dfd65f6d,"779,352,155",,,,,
2023-12-06 11:51,0x7efff3b694ad397a1b5f6cca457bea105c01f38a,"779,352,155",,,,,
2023-12-06 11:51,0xba6ff44e101240f71d0c1ada83d12a66873282d7,"779,352,155",,,,,
2023-12-06 11:51,0xced8c10775177f07f13ac275e3a17c99c38f7449,"779,352,155",,,,,
2023-12-06 11:51,0x34a5017735b2f6e9ddfc151f31b079098d06040d,"779,352,155",,,,,
2023-12-06 11:51,0xad432c6b3402c660307f2a3d7a3a05f23e922d5c,"779,352,155",,,,,
2023-12-06 11:51,0x4c244976341af0db30e5d915c13e345d1682d484,"779,352,155",,,,,
2023-12-06 11:51,0x859d26d1ad34ed8fb0b7ab801ee00c315f64acb5,"779,352,155",,,,,
2023-12-06 11:51,0x79ac325ff3938d0a105e0c65753b7317702a3eaf,"779,352,155",,,,,
2023-12-06 11:51,0x57ff13b922378c2574d9f52900f75adba5ee1965,"779,352,155",,,,,
2023-12-06 11:51,0x7bfe096a9f9432d2a0f8c12e6f6ed9e9c6f478a5,"779,352,155",,,,,
2023-12-06 11:51,0xe6efa2ac51ff29e0b039659a21de2b023057a814,"779,352,155",,,,,
2023-12-06 11:51,0xfb217924887ac54c56783383f1b3d0d564650629,"779,352,155",,,,,
2023-12-06 11:51,0xb87e34fa1231c9b56e0f6c968ad5a18830a712b2,"779,352,155",,,,,
2023-12-06 11:51,0xa82bf1620d7533e7c4ddabd5d94ebb1e3028a788,"779,352,155",,,,,
2023-12-06 11:51,0x3b0a7be7fdde7496ced00b2e8300b3ccd2643c0d,"779,352,155",,,,,
2023-12-06 11:51,0x9fc850bba679cd868195a8f5e54e20b373274ffb,"779,352,155",,,,,
2023-12-06 11:51,0x86a003ec50bc983057ac4883c7c0f41a469d4d5e,"779,352,155",,,,,
2023-12-06 11:51,0x925e35a2695f24a82e92bfca6e7eb0770bce77b1,"779,352,155",,,,,
2023-12-06 11:51,0x89e5cd029b6fb7c2ad524ebd334bd73b74f55dae,"779,352,155",,,,,
2023-12-06 11:51,0x9ecad9d9d3ed0938cc3b84732d3ffa8ece3a87c8,"779,352,155",,,,,
2023-12-06 11:51,0x3688ca5fd079558b60dc3e13d4fe59e0149e4c35,"779,352,155",,,,,
2023-12-06 11:51,0xeafd29eff52c1375bdc5cd61328f9af1bba6261b,"779,352,155",,,,,
2023-12-06 11:51,0x63a66e5fd94784222747355fbc9694d5d81f1017,"779,352,155",,,,,
2023-12-06 11:51,0xfd1ff7895645457e3a1714ae8f3d48116bc2bef1,"779,352,155",,,,,
2023-12-06 11:51,0x05cbc3e7ede3785e322f17fe5a26da622e2b7c1c,"779,352,155",,,,,
2023-12-06 11:51,0xd6a815f040fd764b148d6ae899476722a06f3f78,"779,352,155",,,,,
2023-12-06 11:51,0x6abb0bb0b7519bee05334a4c3027741ac1f9f111,"779,352,155",,,,,
2023-12-06 11:51,0xa75688cb73791171240de00220321091ffefcc14,"779,352,155",,,,,
2023-12-06 11:51,0x42bc489239fdf8598942779be13e30f7989dcc52,"779,352,155",,,,,
2023-12-06 11:51,0xff5ca06daf1b8f34e1cb1bca25009b2cb1de9d76,"779,352,155",,,,,
2023-12-06 11:51,0xa5a95c32f8ca1361c194a0692340a24b3d00e580,"779,352,155",,,,,
2023-12-06 11:51,0x0462df30a176decb4b1d005724d154aef51c2855,"779,352,155",,,,,
2023-12-06 11:51,0xed7570ee828394f8ef701a7cb0ac26446c3af160,"779,352,155",,,,,
2023-12-06 11:51,0x90a923d6944d0768642c871a6fcd7174ff826df4,"779,352,155",,,,,
2023-12-06 11:51,0x10877c3593a323ff7d09382b0df8fc1813c4a632,"779,352,155",,,,,
2023-12-06 11:51,0x1e1529fdc58cebe2f436796266267dec71e4b13e,"779,352,155",,,,,
2023-12-06 11:51,0xffe51365e7f63bd21085fae14e0fe1a94c98b594,"779,352,155",,,,,
2023-12-06 11:51,0x4da4fad001503e280eb49f0da6b07272e7216c20,"779,352,155",,,,,
2023-12-06 11:51,0xdf6726fd1bf54f6b280b1ef782958bc569d4f24e,"779,352,155",,,,,
2023-12-06 11:51,0x18447415ccaa582feb4eba00d7137748fd21ac11,"779,352,155",,,,,
2023-12-06 11:51,0x64f4207b9ff401a8c61f064210c286892354af7b,"779,352,155",,,,,
2023-12-06 11:51,0x4594b1dca999bfaffa31eb12bc4532f6e76e476d,"779,352,155",,,,,
2023-12-06 11:51,0xae0d7a1fd00b551daa1564ac9c372b98ebf1e570,"779,352,155",,,,,
2023-12-06 11:51,0xb90ff1562782cc9173f0a7d7c3d06ac3fdf7d2a5,"779,352,155",,,,,
2023-12-06 11:51,0xb856dee89fcb2be212b3d2109ae9a487fbbe8a10,"779,352,155",,,,,
2023-12-06 11:51,0x796d792a8de81c6cea978c10c14549e1e3376f05,"779,352,155",,,,,
2023-12-06 11:51,0x3353a8e82335017ce5f68cf733471f7fd951b93b,"779,352,155",,,,,
2023-12-06 11:51,0xa4f54f5899e68d19c87ea1725a8c26c8ace7b405,"779,352,155",,,,,
2023-12-06 11:51,0x609b9dd72e70a68cb8a47bb99a763f0043996434,"779,352,155",,,,,
2023-12-06 11:51,0x04c8c475bd25880659e22bd6a908ae37147a16c9,"779,352,155",,,,,
2023-12-06 11:51,0x04bda42de3bc32abb00df46004204424d4cf8287,"779,352,155",,,,,
2023-12-06 11:51,0xab183bd6ee6114dc22d57ccae683a69f978f48d5,"779,352,155",,,,,
2023-12-06 11:51,0xf920aa82abd9a6c020226746126d07ade50814d3,"779,352,155",,,,,
